Gender,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Contract,Monthly Charges,Churn,Tenure_group,Charges_per_tenure
Male,0,No,61,Yes,No,DSL,One year,106,Yes,Loyal,1.709677419
Male,0,Yes,25,Yes,No,DSL,One year,90,Yes,Medium,3.461538462
Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,113,No,Loyal,1.569444444
Female,0,No,1,No,No,Fiber optic,Month-to-month,35,No,New,17.5
Female,0,Yes,62,Yes,No,DSL,Two year,70,No,Loyal,1.111111111
Male,0,No,64,Yes,No,DSL,Month-to-month,74,No,Loyal,1.138461538
Female,0,Yes,64,Yes,No,Fiber optic,One year,91,No,Loyal,1.4
Male,1,No,29,Yes,Yes,DSL,Two year,84,No,Medium,2.8
Female,0,No,2,Yes,No,DSL,One year,71,Yes,New,23.66666667
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,51,Yes,New,25.5
Female,0,Yes,45,Yes,No,DSL,Month-to-month,25,No,Medium,0.543478261
Male,0,No,66,Yes,No,Fiber optic,Month-to-month,114,No,Loyal,1.701492537
Female,0,No,54,Yes,Yes,DSL,Month-to-month,107,Yes,Loyal,1.945454545
Female,0,Yes,70,Yes,Yes,Fiber optic,Two year,80,No,Loyal,1.126760563
Male,1,No,37,Yes,No,DSL,Month-to-month,92,Yes,Medium,2.421052632
Male,1,No,3,Yes,Yes,Fiber optic,One year,80,Yes,New,20
Male,0,Yes,23,Yes,No,DSL,Month-to-month,55,No,Medium,2.291666667
Female,1,No,60,Yes,No,Fiber optic,Two year,100,No,Loyal,1.639344262
Female,0,No,35,No,No,DSL,One year,33,No,Medium,0.916666667
Female,0,Yes,27,Yes,No,DSL,Two year,74,No,Medium,2.642857143
Female,0,Yes,24,No,No,Fiber optic,Month-to-month,52,No,Medium,2.08
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,94,Yes,New,31.33333333
Male,0,No,67,Yes,No,DSL,Month-to-month,91,Yes,Loyal,1.338235294
Male,0,No,2,Yes,No,DSL,Month-to-month,48,Yes,New,16
Female,0,No,1,Yes,Yes,Fiber optic,One year,20,Yes,New,10
Female,0,Yes,1,Yes,Yes,Fiber optic,Two year,79,Yes,New,39.5
Female,0,No,14,Yes,No,DSL,One year,54,No,Medium,3.6
Male,1,No,38,Yes,Yes,Fiber optic,Month-to-month,95,No,Medium,2.435897436
Female,0,No,1,Yes,No,DSL,Two year,70,Yes,New,35
Female,0,No,2,Yes,Yes,Fiber optic,One year,70,No,New,23.33333333
Female,0,No,12,Yes,No,Fiber optic,Month-to-month,79,Yes,New,6.076923077
Male,0,Yes,31,Yes,Yes,DSL,One year,98,No,Medium,3.0625
Male,0,Yes,35,Yes,No,DSL,Month-to-month,72,No,Medium,2
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,110,No,Loyal,1.506849315
Female,0,Yes,8,Yes,Yes,DSL,Two year,94,Yes,New,10.44444444
Male,0,No,10,Yes,Yes,Fiber optic,One year,98,Yes,New,8.909090909
Female,1,No,5,Yes,No,Fiber optic,One year,69,Yes,New,11.5
Male,0,Yes,63,Yes,No,DSL,Month-to-month,84,No,Loyal,1.3125
Female,0,No,71,Yes,No,DSL,Two year,26,No,Loyal,0.361111111
Female,1,No,46,Yes,Yes,Fiber optic,Month-to-month,104,No,Medium,2.212765957
Female,0,Yes,52,Yes,Yes,Fiber optic,Two year,23,No,Loyal,0.433962264
Male,0,No,1,Yes,No,DSL,Month-to-month,46,Yes,New,23
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,80,Yes,New,40
Female,0,No,72,Yes,No,DSL,One year,113,No,Loyal,1.547945205
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,84,Yes,New,21
Male,0,No,28,Yes,No,DSL,Month-to-month,61,No,Medium,2.103448276
Female,0,Yes,39,Yes,Yes,Fiber optic,Month-to-month,51,No,Medium,1.275
Female,0,No,33,Yes,Yes,DSL,Month-to-month,26,No,Medium,0.764705882
Female,0,No,12,No,No,DSL,Month-to-month,61,No,New,4.692307692
Male,0,Yes,1,Yes,No,DSL,Month-to-month,74,Yes,New,37
Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,79,No,New,11.28571429
Male,0,No,3,Yes,Yes,DSL,Two year,86,No,New,21.5
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,88,Yes,New,17.6
Male,0,Yes,34,Yes,No,Fiber optic,Month-to-month,90,No,Medium,2.571428571
Female,1,No,15,Yes,No,DSL,One year,96,Yes,Medium,6
Male,0,Yes,1,No,No,DSL,One year,25,Yes,New,12.5
Female,0,No,3,Yes,No,DSL,One year,51,Yes,New,12.75
Female,0,No,3,Yes,No,DSL,One year,20,No,New,5
Female,0,Yes,30,Yes,No,DSL,Two year,81,No,Medium,2.612903226
Female,0,No,5,Yes,No,DSL,Two year,54,Yes,New,9
Male,1,No,68,Yes,Yes,Fiber optic,One year,20,No,Loyal,0.289855072
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,20,No,New,10
Female,0,No,5,Yes,No,DSL,Month-to-month,80,Yes,New,13.33333333
Female,0,No,1,Yes,No,DSL,Month-to-month,71,Yes,New,35.5
Male,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,1.428571429
Female,0,No,35,Yes,Yes,DSL,One year,80,No,Medium,2.222222222
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,70,No,New,14
Male,0,No,9,No,Yes,Fiber optic,Month-to-month,25,No,New,2.5
Female,1,No,45,Yes,No,Fiber optic,Month-to-month,86,No,Medium,1.869565217
Female,0,No,21,No,No,Fiber optic,Month-to-month,28,No,Medium,1.272727273
Female,0,No,26,Yes,Yes,Fiber optic,Two year,89,Yes,Medium,3.296296296
Female,0,No,1,Yes,Yes,DSL,Two year,85,Yes,New,42.5
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,89,Yes,New,29.66666667
Female,0,No,11,Yes,No,Fiber optic,Month-to-month,70,No,New,5.833333333
Female,0,No,59,Yes,Yes,DSL,Month-to-month,109,No,Loyal,1.816666667
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,84,No,Medium,2.625
Female,0,Yes,54,Yes,Yes,Fiber optic,One year,25,No,Loyal,0.454545455
Female,0,Yes,16,Yes,Yes,DSL,One year,19,No,Medium,1.117647059
Male,1,No,9,Yes,No,DSL,Month-to-month,55,Yes,New,5.5
Female,0,No,21,Yes,Yes,DSL,Month-to-month,97,Yes,Medium,4.409090909
Male,0,No,1,Yes,Yes,Fiber optic,One year,21,No,New,10.5
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,54,No,Medium,2.25
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,74,Yes,New,9.25
Male,0,No,21,Yes,Yes,DSL,One year,104,No,Medium,4.727272727
Female,0,No,65,Yes,No,DSL,Month-to-month,108,No,Loyal,1.636363636
Male,0,No,4,No,No,DSL,Two year,45,Yes,New,9
Male,0,Yes,72,Yes,No,DSL,Month-to-month,112,No,Loyal,1.534246575
Male,1,No,68,No,No,DSL,Month-to-month,42,No,Loyal,0.608695652
Female,0,Yes,67,Yes,No,DSL,Two year,85,No,Loyal,1.25
Male,0,No,1,Yes,No,DSL,Month-to-month,79,Yes,New,39.5
Female,0,No,69,Yes,No,DSL,One year,96,No,Loyal,1.371428571
Male,0,No,60,Yes,Yes,Fiber optic,Two year,90,No,Loyal,1.475409836
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,88,Yes,New,22
Male,0,Yes,63,No,No,DSL,Month-to-month,59,No,Loyal,0.921875
Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,91,No,Loyal,1.263888889
Female,0,No,35,Yes,Yes,Fiber optic,Month-to-month,86,Yes,Medium,2.388888889
Female,0,No,34,Yes,Yes,Fiber optic,One year,70,Yes,Medium,2
Male,0,Yes,53,Yes,Yes,DSL,Month-to-month,70,No,Loyal,1.296296296
Male,0,No,17,No,No,Fiber optic,Month-to-month,34,No,Medium,1.888888889
Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,60,Yes,New,30
Male,0,No,56,Yes,No,Fiber optic,Month-to-month,81,No,Loyal,1.421052632
Male,0,Yes,7,Yes,Yes,DSL,Two year,50,Yes,New,6.25
Male,0,No,67,Yes,No,Fiber optic,Month-to-month,111,No,Loyal,1.632352941
Male,0,No,11,Yes,No,Fiber optic,Two year,61,No,New,5.083333333
Male,0,Yes,1,Yes,Yes,DSL,One year,20,No,New,10
Male,0,No,2,Yes,No,DSL,Month-to-month,25,No,New,8.333333333
Female,0,No,69,Yes,No,DSL,Month-to-month,105,No,Loyal,1.5
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,80,Yes,New,40
Female,0,No,21,Yes,Yes,DSL,Two year,90,No,Medium,4.090909091
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,97,No,Loyal,1.328767123
Female,1,No,2,Yes,No,Fiber optic,One year,84,No,New,28
Male,0,No,57,Yes,No,DSL,Two year,21,No,Loyal,0.362068966
Male,0,No,1,Yes,No,DSL,Month-to-month,90,Yes,New,45
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,81,Yes,New,16.2
Female,0,No,2,Yes,No,DSL,Month-to-month,19,No,New,6.333333333
Female,0,No,9,Yes,No,DSL,Month-to-month,77,No,New,7.7
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,111,No,Loyal,1.541666667
Female,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,19,No,Medium,1.357142857
Male,0,Yes,50,Yes,Yes,Fiber optic,Two year,45,No,Loyal,0.882352941
Male,1,No,10,Yes,No,DSL,Two year,90,Yes,New,8.181818182
Male,1,No,64,Yes,Yes,Fiber optic,Two year,94,No,Loyal,1.446153846
Female,0,Yes,1,Yes,Yes,Fiber optic,One year,70,Yes,New,35
Male,0,No,2,No,No,DSL,Two year,25,No,New,8.333333333
Female,0,No,30,Yes,No,DSL,Month-to-month,110,No,Medium,3.548387097
Male,0,No,7,Yes,No,DSL,One year,90,Yes,New,11.25
Male,0,No,26,Yes,No,DSL,Month-to-month,19,No,Medium,0.703703704
Male,0,No,20,Yes,No,DSL,Month-to-month,50,No,Medium,2.380952381
Female,0,No,72,Yes,No,DSL,Month-to-month,26,No,Loyal,0.356164384
Female,0,Yes,13,Yes,No,Fiber optic,Month-to-month,56,Yes,Medium,4
Male,0,No,70,Yes,Yes,Fiber optic,Month-to-month,85,No,Loyal,1.197183099
Male,0,No,3,No,No,DSL,Month-to-month,30,No,New,7.5
Male,0,No,2,Yes,No,DSL,Month-to-month,76,Yes,New,25.33333333
Female,1,No,72,Yes,No,Fiber optic,Month-to-month,116,No,Loyal,1.589041096
Male,1,No,33,Yes,No,Fiber optic,Month-to-month,84,Yes,Medium,2.470588235
Male,1,No,15,Yes,No,DSL,Two year,74,Yes,Medium,4.625
Male,0,No,1,No,No,DSL,Month-to-month,29,No,New,14.5
Male,1,No,55,Yes,No,Fiber optic,Month-to-month,99,Yes,Loyal,1.767857143
Male,0,Yes,5,Yes,Yes,Fiber optic,One year,64,No,New,10.66666667
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,80,Yes,New,20
Female,0,No,65,Yes,Yes,Fiber optic,Two year,90,No,Loyal,1.363636364
Male,0,Yes,39,Yes,Yes,Fiber optic,Month-to-month,60,No,Medium,1.5
Male,0,No,70,Yes,Yes,DSL,Two year,25,No,Loyal,0.352112676
Male,0,No,34,Yes,No,DSL,Two year,116,No,Medium,3.314285714
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,50,No,Medium,1.612903226
Female,0,No,12,No,Yes,Fiber optic,Two year,50,No,New,3.846153846
Male,0,Yes,9,Yes,No,DSL,Month-to-month,20,No,New,2
Female,0,No,49,No,No,Fiber optic,Month-to-month,56,No,Loyal,1.12
Female,0,No,7,Yes,Yes,DSL,One year,44,No,New,5.5
Female,1,No,38,Yes,No,DSL,Month-to-month,83,No,Medium,2.128205128
Male,0,No,63,Yes,No,DSL,One year,109,No,Loyal,1.703125
Male,1,No,1,Yes,No,DSL,Month-to-month,72,Yes,New,36
Male,0,No,30,Yes,No,DSL,Two year,90,No,Medium,2.903225806
Female,0,No,23,Yes,No,DSL,Month-to-month,74,No,Medium,3.083333333
Female,0,No,57,Yes,Yes,Fiber optic,Month-to-month,70,No,Loyal,1.206896552
Female,1,No,70,Yes,Yes,Fiber optic,One year,76,No,Loyal,1.070422535
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,107,No,Loyal,1.486111111
Male,0,Yes,20,Yes,Yes,DSL,One year,50,No,Medium,2.380952381
Female,0,Yes,72,Yes,No,Fiber optic,Month-to-month,25,No,Loyal,0.342465753
Male,0,No,22,Yes,Yes,DSL,Two year,70,No,Medium,3.043478261
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,26,No,Medium,1.625
Female,0,No,9,No,Yes,Fiber optic,Month-to-month,49,Yes,New,4.9
Female,0,No,38,Yes,No,Fiber optic,Month-to-month,105,Yes,Medium,2.692307692
Male,1,No,7,No,Yes,Fiber optic,Month-to-month,30,No,New,3.75
Female,0,No,26,Yes,No,DSL,Month-to-month,73,No,Medium,2.703703704
Female,0,No,56,Yes,No,Fiber optic,One year,60,No,Loyal,1.052631579
Female,0,No,49,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.4
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,70,No,New,17.5
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,74,Yes,New,37
Female,1,No,70,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.281690141
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,56,No,Medium,2.333333333
Female,0,No,65,Yes,No,DSL,One year,60,No,Loyal,0.909090909
Male,1,No,69,Yes,No,Fiber optic,Month-to-month,108,Yes,Loyal,1.542857143
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,55,Yes,New,27.5
Male,0,No,24,Yes,No,DSL,Month-to-month,90,Yes,Medium,3.6
Female,0,No,25,Yes,Yes,Fiber optic,One year,95,No,Medium,3.653846154
Female,0,No,17,Yes,Yes,DSL,Month-to-month,20,No,Medium,1.111111111
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,70,No,Medium,2.121212121
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.289855072
Female,0,Yes,70,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.281690141
Male,0,Yes,54,Yes,No,Fiber optic,One year,105,No,Loyal,1.909090909
Female,0,No,15,Yes,Yes,Fiber optic,Two year,19,Yes,Medium,1.1875
Male,0,Yes,71,Yes,Yes,Fiber optic,One year,67,No,Loyal,0.930555556
Male,0,No,70,Yes,No,DSL,Two year,20,No,Loyal,0.281690141
Female,1,No,53,Yes,Yes,Fiber optic,Two year,96,No,Loyal,1.777777778
Female,0,No,2,Yes,No,DSL,Two year,80,No,New,26.66666667
Female,1,No,59,Yes,No,DSL,Two year,79,No,Loyal,1.316666667
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,84,No,Medium,3.652173913
Female,0,Yes,22,Yes,Yes,Fiber optic,One year,76,No,Medium,3.304347826
Female,0,No,57,No,Yes,Fiber optic,Month-to-month,50,No,Loyal,0.862068966
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,71,Yes,New,35.5
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,102,Yes,New,9.272727273
Female,1,No,55,Yes,No,DSL,One year,52,No,Loyal,0.928571429
Female,0,Yes,43,Yes,No,Fiber optic,One year,24,No,Medium,0.545454545
Female,1,No,18,No,No,DSL,Two year,48,Yes,Medium,2.526315789
Female,0,Yes,2,Yes,Yes,Fiber optic,Two year,81,No,New,27
Female,0,Yes,52,Yes,Yes,DSL,Month-to-month,25,No,Loyal,0.471698113
Male,0,No,60,Yes,No,DSL,Month-to-month,61,No,Loyal,1
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,83,No,Loyal,1.383333333
Female,0,No,69,Yes,No,DSL,Month-to-month,104,No,Loyal,1.485714286
Male,0,No,14,Yes,No,Fiber optic,One year,101,Yes,Medium,6.733333333
Female,0,Yes,43,No,No,Fiber optic,Month-to-month,60,No,Medium,1.363636364
Female,0,Yes,12,Yes,Yes,Fiber optic,One year,19,No,New,1.461538462
Female,0,Yes,8,Yes,Yes,Fiber optic,One year,20,No,New,2.222222222
Female,0,Yes,3,Yes,No,DSL,Month-to-month,69,No,New,17.25
Male,0,Yes,58,Yes,Yes,Fiber optic,Two year,105,No,Loyal,1.779661017
Female,0,Yes,13,Yes,Yes,Fiber optic,Two year,63,No,Medium,4.5
Male,0,No,23,Yes,No,DSL,Two year,20,No,Medium,0.833333333
Female,0,No,17,Yes,Yes,DSL,Two year,79,No,Medium,4.388888889
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,109,No,Loyal,2.056603774
Male,0,No,32,Yes,Yes,DSL,One year,79,Yes,Medium,2.393939394
Female,0,No,36,No,No,DSL,Month-to-month,35,No,Medium,0.945945946
Male,1,No,67,Yes,No,DSL,One year,25,No,Loyal,0.367647059
Male,1,Yes,29,Yes,No,Fiber optic,Month-to-month,104,No,Medium,3.466666667
Female,0,No,65,Yes,No,DSL,Month-to-month,111,No,Loyal,1.681818182
Male,1,No,41,Yes,Yes,Fiber optic,One year,84,Yes,Medium,2
Male,0,Yes,60,Yes,Yes,DSL,Month-to-month,66,No,Loyal,1.081967213
Female,0,No,53,Yes,No,DSL,Month-to-month,20,No,Loyal,0.37037037
Female,0,No,68,Yes,Yes,Fiber optic,Two year,25,No,Loyal,0.362318841
Male,1,No,2,Yes,No,DSL,Month-to-month,75,Yes,New,25
Male,0,Yes,61,No,No,DSL,Two year,34,No,Loyal,0.548387097
Male,0,Yes,41,Yes,No,Fiber optic,One year,20,No,Medium,0.476190476
Male,1,No,69,Yes,Yes,DSL,Two year,74,No,Loyal,1.057142857
Male,1,Yes,35,Yes,Yes,Fiber optic,Month-to-month,76,No,Medium,2.111111111
Male,0,No,7,Yes,No,DSL,One year,51,Yes,New,6.375
Female,1,No,50,Yes,No,DSL,Two year,25,No,Loyal,0.490196078
Male,0,Yes,36,Yes,Yes,DSL,Two year,64,No,Medium,1.72972973
Female,0,No,48,Yes,No,DSL,One year,100,No,Medium,2.040816327
Female,0,No,71,Yes,Yes,Fiber optic,One year,82,No,Loyal,1.138888889
Male,1,No,65,Yes,Yes,Fiber optic,Month-to-month,109,No,Loyal,1.651515152
Female,0,No,23,Yes,No,DSL,Two year,94,No,Medium,3.916666667
Female,1,No,66,Yes,Yes,Fiber optic,One year,64,No,Loyal,0.955223881
Female,0,Yes,5,No,No,Fiber optic,Month-to-month,25,No,New,4.166666667
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,113,No,Loyal,1.547945205
Female,0,No,2,Yes,No,DSL,Month-to-month,20,No,New,6.666666667
Female,0,No,12,Yes,No,DSL,Month-to-month,19,No,New,1.461538462
Male,0,Yes,3,Yes,No,Fiber optic,Month-to-month,92,Yes,New,23
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,89,No,Loyal,1.219178082
Male,1,No,18,Yes,No,DSL,Month-to-month,59,No,Medium,3.105263158
Male,0,No,39,Yes,No,DSL,Month-to-month,54,No,Medium,1.35
Female,1,No,26,Yes,Yes,Fiber optic,Month-to-month,86,No,Medium,3.185185185
Female,0,No,72,Yes,No,DSL,Two year,65,No,Loyal,0.890410959
Male,0,No,3,Yes,No,DSL,One year,24,No,New,6
Male,0,No,1,Yes,Yes,Fiber optic,Two year,60,Yes,New,30
Female,0,Yes,34,Yes,Yes,DSL,Two year,87,Yes,Medium,2.485714286
Female,0,No,11,Yes,Yes,Fiber optic,Two year,76,No,New,6.333333333
Male,0,No,66,Yes,Yes,DSL,One year,20,No,Loyal,0.298507463
Female,0,No,2,Yes,Yes,DSL,Two year,81,Yes,New,27
Female,0,No,8,Yes,No,Fiber optic,Month-to-month,66,No,New,7.333333333
Female,0,No,33,Yes,No,DSL,Month-to-month,70,No,Medium,2.058823529
Female,0,No,72,Yes,Yes,DSL,Month-to-month,26,No,Loyal,0.356164384
Female,0,No,58,Yes,No,DSL,Two year,60,No,Loyal,1.016949153
Male,0,Yes,30,Yes,Yes,DSL,Month-to-month,84,No,Medium,2.709677419
Male,0,No,5,No,Yes,Fiber optic,One year,25,Yes,New,4.166666667
Female,1,Yes,46,Yes,No,DSL,Two year,110,No,Medium,2.340425532
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,70,No,New,14
Female,0,No,40,Yes,No,DSL,One year,65,No,Medium,1.585365854
Male,0,No,72,Yes,Yes,Fiber optic,One year,84,No,Loyal,1.150684932
Male,0,Yes,49,Yes,Yes,Fiber optic,Two year,100,Yes,Loyal,2
Female,0,No,1,Yes,Yes,Fiber optic,One year,55,Yes,New,27.5
Male,0,No,52,Yes,Yes,DSL,Two year,85,Yes,Loyal,1.603773585
Female,0,Yes,72,Yes,No,DSL,Two year,20,No,Loyal,0.273972603
Female,1,Yes,28,No,No,DSL,One year,39,No,Medium,1.344827586
Male,0,No,33,Yes,Yes,Fiber optic,Two year,91,No,Medium,2.676470588
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,74,No,New,6.727272727
Female,0,No,16,Yes,No,DSL,Month-to-month,93,Yes,Medium,5.470588235
Female,0,Yes,22,Yes,No,DSL,Month-to-month,70,Yes,Medium,3.043478261
Female,0,No,58,Yes,No,DSL,Two year,25,No,Loyal,0.423728814
Male,0,No,72,Yes,Yes,Fiber optic,One year,110,No,Loyal,1.506849315
Male,0,No,10,Yes,Yes,DSL,Two year,54,No,New,4.909090909
Female,0,No,5,Yes,Yes,DSL,Month-to-month,20,No,New,3.333333333
Female,0,No,2,Yes,No,DSL,Month-to-month,71,Yes,New,23.66666667
Female,0,No,2,Yes,Yes,Fiber optic,One year,71,Yes,New,23.66666667
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,54,No,New,18
Female,0,Yes,53,Yes,Yes,Fiber optic,Month-to-month,104,No,Loyal,1.925925926
Male,1,No,25,Yes,No,DSL,Month-to-month,89,Yes,Medium,3.423076923
Female,0,Yes,64,Yes,Yes,Fiber optic,One year,113,No,Loyal,1.738461538
Female,0,No,2,Yes,No,Fiber optic,One year,46,No,New,15.33333333
Male,0,Yes,16,Yes,No,DSL,Two year,69,No,Medium,4.058823529
Female,0,No,39,Yes,No,DSL,Month-to-month,48,No,Medium,1.2
Male,0,No,35,Yes,No,Fiber optic,Month-to-month,26,No,Medium,0.722222222
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,76,No,Medium,2.375
Female,0,No,5,Yes,Yes,Fiber optic,One year,54,Yes,New,9
Male,1,No,72,Yes,Yes,Fiber optic,Two year,112,No,Loyal,1.534246575
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,91,No,New,30.33333333
Female,0,No,61,Yes,Yes,Fiber optic,Month-to-month,90,No,Loyal,1.451612903
Female,0,No,31,Yes,Yes,DSL,Month-to-month,65,Yes,Medium,2.03125
Male,0,No,2,No,Yes,DSL,Two year,40,Yes,New,13.33333333
Male,0,Yes,1,Yes,No,DSL,One year,21,No,New,10.5
Female,0,Yes,1,Yes,No,DSL,One year,20,No,New,10
Male,0,No,59,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.333333333
Female,0,No,1,Yes,No,Fiber optic,Two year,96,Yes,New,48
Female,0,No,9,Yes,Yes,DSL,Two year,45,Yes,New,4.5
Female,0,Yes,14,Yes,Yes,Fiber optic,One year,92,Yes,Medium,6.133333333
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,87,No,New,6.692307692
Female,0,No,47,Yes,Yes,DSL,Two year,74,No,Medium,1.541666667
Female,0,Yes,7,Yes,No,DSL,Month-to-month,49,No,New,6.125
Female,0,Yes,28,Yes,No,Fiber optic,Month-to-month,90,No,Medium,3.103448276
Female,0,Yes,70,Yes,No,Fiber optic,One year,20,No,Loyal,0.281690141
Female,0,Yes,26,Yes,Yes,DSL,Month-to-month,20,No,Medium,0.740740741
Female,0,Yes,61,Yes,Yes,Fiber optic,Month-to-month,99,Yes,Loyal,1.596774194
Female,0,No,70,Yes,No,DSL,Month-to-month,102,No,Loyal,1.436619718
Female,0,No,1,Yes,Yes,DSL,One year,20,No,New,10
Female,1,No,37,Yes,Yes,Fiber optic,Month-to-month,97,Yes,Medium,2.552631579
Male,0,Yes,60,Yes,No,Fiber optic,Month-to-month,91,Yes,Loyal,1.491803279
Male,1,Yes,71,Yes,No,Fiber optic,Month-to-month,105,Yes,Loyal,1.458333333
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,101,No,Medium,3.15625
Male,0,Yes,14,Yes,No,DSL,Two year,20,No,Medium,1.333333333
Male,0,Yes,50,Yes,Yes,DSL,Month-to-month,103,No,Loyal,2.019607843
Male,0,Yes,1,Yes,No,DSL,Month-to-month,20,No,New,10
Male,1,No,41,Yes,No,Fiber optic,Month-to-month,100,Yes,Medium,2.380952381
Male,1,No,30,Yes,Yes,DSL,Two year,50,Yes,Medium,1.612903226
Male,1,Yes,64,Yes,No,DSL,One year,24,No,Loyal,0.369230769
Male,1,No,7,Yes,No,DSL,One year,64,No,New,8
Male,0,Yes,1,Yes,No,DSL,Month-to-month,75,No,New,37.5
Male,0,No,51,Yes,No,DSL,Month-to-month,84,No,Loyal,1.615384615
Female,0,Yes,50,Yes,No,DSL,Month-to-month,80,No,Loyal,1.568627451
Male,0,Yes,44,Yes,No,DSL,Month-to-month,20,No,Medium,0.444444444
Female,0,No,65,Yes,Yes,DSL,Two year,105,No,Loyal,1.590909091
Female,1,No,1,No,No,DSL,Two year,26,Yes,New,13
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,45,Yes,New,15
Female,0,No,48,Yes,No,Fiber optic,Month-to-month,102,No,Medium,2.081632653
Female,0,No,6,Yes,No,DSL,Month-to-month,110,Yes,New,15.71428571
Female,0,No,35,Yes,No,DSL,Month-to-month,62,No,Medium,1.722222222
Female,0,No,22,No,No,DSL,Two year,50,No,Medium,2.173913043
Male,0,Yes,72,No,No,DSL,One year,61,No,Loyal,0.835616438
Female,1,Yes,55,Yes,Yes,DSL,Two year,76,No,Loyal,1.357142857
Male,0,Yes,69,Yes,Yes,Fiber optic,Month-to-month,106,No,Loyal,1.514285714
Male,1,No,72,Yes,Yes,DSL,Month-to-month,73,No,Loyal,1
Female,1,No,1,Yes,No,DSL,Month-to-month,91,Yes,New,45.5
Female,0,Yes,26,Yes,Yes,Fiber optic,Two year,105,No,Medium,3.888888889
Male,0,Yes,23,Yes,Yes,DSL,One year,21,No,Medium,0.875
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,76,Yes,New,25.33333333
Female,1,No,40,Yes,Yes,Fiber optic,Month-to-month,104,No,Medium,2.536585366
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,95,Yes,New,47.5
Female,1,No,27,Yes,No,DSL,Two year,75,Yes,Medium,2.678571429
Female,0,Yes,9,Yes,No,DSL,Month-to-month,65,Yes,New,6.5
Female,1,No,50,Yes,Yes,Fiber optic,One year,88,Yes,Loyal,1.725490196
Male,0,Yes,46,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.425531915
Female,0,No,15,Yes,No,DSL,Month-to-month,25,No,Medium,1.5625
Female,0,No,23,Yes,Yes,DSL,One year,79,No,Medium,3.291666667
Female,0,No,2,Yes,No,DSL,Month-to-month,59,No,New,19.66666667
Male,0,No,18,Yes,No,DSL,One year,91,Yes,Medium,4.789473684
Female,1,No,70,Yes,Yes,Fiber optic,Month-to-month,76,No,Loyal,1.070422535
